,Zip Code,City,Street,Lat,Lon,Trulia Est,Beds,Baths,Sqft,Price_Per_Sqft,Year Built,Cluster
2303,95003,0,518,36.995090000000005,-121.84358,703864.0,2.0,2.0,1270.0,439.0,1975.0,3
2306,95003,0,751,36.99648,-121.844,798854.0,3.0,2.0,1953.0,155.0,1970.0,3
2307,95003,0,754,36.99687,-121.84296,878008.0,3.0,2.0,1904.0,223.0,1975.0,0
2308,95003,0,780,36.99712,-121.84532,1364703.0,3.0,2.5,2664.0,173.0,1979.0,1
2310,95003,0,834,36.99732,-121.84281000000001,835014.0,4.0,2.0,1908.0,477.0,1975.0,3
2311,95003,0,869,36.99755,-121.84234,1233362.0,3.0,3.0,2804.0,357.0,1974.0,5
2314,95003,0,871,36.997690000000006,-121.84143999999999,988589.0,3.0,2.5,2100.0,342.0,1971.0,0
2317,95003,0,903,36.998423100000004,-121.84302029999999,1825620.0,4.0,4.5,3217.0,385.0,2002.0,2
2322,95003,0,331,36.9812,-121.89546999999999,1319022.0,3.0,2.5,2536.0,166.0,1977.0,1
2323,95003,0,333,36.98138,-121.89735,1039368.0,3.0,2.0,2000.0,448.0,1997.0,0
2327,95003,0,802,36.9835689,-121.8961804,2142367.0,3.0,3.5,4763.0,430.0,1999.0,2
2329,95003,0,951,36.983740000000004,-121.89674,1379687.0,3.0,2.5,2861.0,416.0,2001.0,1
2330,95003,0,955,36.98454,-121.89662,1403344.0,3.0,2.0,2391.0,265.0,1988.0,1
2331,95003,0,977,36.98581,-121.89631000000001,1825793.0,3.0,3.5,3546.0,275.0,1990.0,2
2335,95003,0,1062,36.98557,-121.89443999999999,2151578.0,4.0,4.0,3616.0,438.0,1955.0,2
2338,95003,0,750,36.953359999999996,-121.87698999999999,804014.0,2.0,2.5,1202.0,187.0,1988.0,3
2339,95003,0,757,36.95345,-121.87721,803081.0,2.0,2.5,1202.0,466.0,1988.0,3
2340,95003,0,760,36.95347,-121.87727,802948.0,2.0,2.5,1202.0,295.0,1988.0,3
2341,95003,0,761,36.95349,-121.87732,820546.0,2.0,1.5,1202.0,341.0,1988.0,3
2343,95003,0,767,36.953790000000005,-121.87765,803701.0,2.0,2.5,1286.0,323.0,1988.0,3
2344,95003,0,774,36.953759999999996,-121.87771000000001,803701.0,2.0,2.5,1286.0,326.0,1988.0,3
2348,95003,0,790,36.95346,-121.87773,801447.0,2.0,2.5,1202.0,191.0,1988.0,3
2351,95003,0,803,36.95366,-121.87796999999999,803613.0,2.0,2.5,1286.0,185.0,1988.0,3
2353,95003,0,823,36.95344,-121.87808999999999,803355.0,2.0,2.5,1286.0,183.0,1988.0,3
2356,95003,0,844,36.9532,-121.87794,804162.0,2.0,2.5,1286.0,183.0,1988.0,3
2357,95003,0,851,36.95315,-121.87791999999999,804164.0,2.0,2.5,1286.0,177.0,1988.0,3
2358,95003,0,856,36.95306,-121.87789,804170.0,2.0,2.5,1286.0,369.0,1988.0,3
2360,95003,0,867,36.952909999999996,-121.8778,803692.0,2.0,2.5,1286.0,360.0,1988.0,3
2361,95003,0,870,36.95286,-121.87777,803678.0,2.0,2.5,1286.0,189.0,1988.0,3
2362,95003,0,201,36.98969,-121.85878000000001,682446.0,2.0,2.0,1080.0,431.0,1976.0,3
2366,95003,0,440,36.989849,-121.8585128,1105853.0,2.0,1.5,2124.0,321.0,1985.0,5
2368,95003,0,149,37.00018,-121.85591000000001,693674.0,3.0,1.5,1120.0,472.0,1970.0,3
2374,95003,0,497,37.00016,-121.85435,1332659.0,4.0,3.0,3275.0,156.0,1982.0,1
2375,95003,0,500,36.9994,-121.85408999999999,1282807.0,3.0,2.0,2422.0,336.0,1986.0,5
2377,95003,0,564,36.9995,-121.85283999999999,2066962.0,4.0,3.5,5078.0,207.0,2017.0,2
2380,95003,0,752,37.001540000000006,-121.85242,1679685.0,4.0,3.5,3812.0,201.0,1968.0,1
2383,95003,0,877,37.00262,-121.85088999999999,898785.0,3.0,2.0,2022.0,138.0,1976.0,0
2385,95003,0,925,37.002590000000005,-121.84978000000001,1341513.0,4.0,2.5,3001.0,127.0,1972.0,1
2386,95003,0,936,37.00284,-121.85061,973389.0,3.0,2.0,2193.0,352.0,1970.0,0
2387,95003,0,966,37.00307,-121.85025,1240374.0,3.0,3.0,2810.0,367.0,1976.0,5
2388,95003,0,972,37.00258,-121.8491,1017489.0,4.0,4.0,2193.0,142.0,1975.0,0
2389,95003,0,978,37.00352,-121.84978000000001,1214945.0,3.0,2.0,2506.0,164.0,1973.0,5
2390,95003,0,1063,37.00448,-121.84876000000001,751007.0,3.0,2.5,1768.0,413.0,1973.0,3
2391,95003,0,1074,37.00462,-121.84823,963269.0,3.0,2.5,2050.0,481.0,1974.0,0
2393,95003,0,1137,37.00501,-121.8482,751848.0,3.0,2.0,1812.0,248.0,1973.0,3
2394,95003,0,1155,37.00569,-121.84768000000001,1180508.0,4.0,2.5,2064.0,170.0,1975.0,5
2409,95003,0,323,37.00399,-121.90146999999999,1283216.0,3.0,2.5,2630.0,162.0,1978.0,5
2413,95003,0,512,37.00715,-121.90132,613074.0,4.0,2.0,1386.0,354.0,1980.0,3
2418,95003,0,528,37.007870000000004,-121.90006000000001,641610.0,2.0,2.0,1160.0,171.0,1978.0,3
2424,95003,0,649,37.01117,-121.90116,651464.0,4.0,1.5,1082.0,162.0,1968.0,3
2430,95003,0,729,37.01405,-121.89851000000002,939345.0,5.0,2.0,2120.0,231.0,1975.0,0
2441,95003,0,768,36.98407,-121.84216,1346672.0,3.0,2.0,2540.0,165.0,1976.0,1
2442,95003,0,937,36.98348,-121.84217,780870.0,3.0,2.0,1727.0,171.0,1974.0,3
2446,95003,0,77,36.98198,-121.84178,1285918.0,4.0,3.0,2803.0,134.0,1991.0,5
2448,95003,0,1191,36.97842,-121.88523,725351.0,2.0,1.5,1280.0,215.0,1974.0,3
2451,95003,0,121,36.97552,-121.87523999999999,853656.0,4.0,1.5,1845.0,134.0,1969.0,0
2454,95003,0,505,36.99551339999999,-121.9290837,1408471.0,3.0,3.5,3704.0,216.0,1979.0,1
2458,95003,0,993,36.970929999999996,-121.87867,782588.0,3.0,2.0,1631.0,177.0,1981.0,3
2462,95003,0,1023,36.9715,-121.87846,748254.0,3.0,2.0,1252.0,374.0,1982.0,3
2464,95003,0,37,36.96857,-121.90436000000001,1057314.0,3.0,2.5,1563.0,563.0,1970.0,0
2466,95003,0,67,36.968540000000004,-121.90422,986101.0,3.0,2.0,1563.0,528.0,1970.0,0
2475,95003,0,408,36.96886,-121.90403,946866.0,3.0,2.0,1473.0,217.0,1986.0,0
2477,95003,0,464,36.968740000000004,-121.90347,1333609.0,3.0,2.0,1859.0,174.0,1964.0,1
2481,95003,0,478,36.96819,-121.90351000000001,801431.0,2.0,2.0,972.0,952.0,1970.0,3
2489,95003,0,501,36.96832,-121.90321000000002,820667.0,2.0,2.0,1008.0,304.0,1970.0,3
2491,95003,0,506,36.96859,-121.90275,1273910.0,3.0,2.0,1897.0,356.0,1988.0,5
2493,95003,0,522,36.9685,-121.90235,1695516.0,3.0,3.5,2205.0,281.0,1988.0,1
2496,95003,0,872,36.97336,-121.89433999999999,913732.0,2.0,2.0,1470.0,372.0,1968.0,0
2501,95003,0,502,36.96266,-121.88113,1332208.0,4.0,3.0,2785.0,384.0,1979.0,1
2510,95003,0,63,36.97385,-121.90553,1056051.0,3.0,2.0,1864.0,367.0,1982.0,0
2511,95003,0,385,36.974579999999996,-121.9037,1081942.0,3.0,2.5,2073.0,289.0,1941.0,5
2512,95003,0,176,36.972120000000004,-121.90683999999999,920591.0,3.0,2.0,1518.0,757.0,2005.0,0
2513,95003,0,185,36.97195,-121.90738,823538.0,2.0,2.0,1120.0,186.0,1961.0,3
2514,95003,0,195,36.971709999999995,-121.90693999999999,1074380.0,3.0,2.0,1780.0,312.0,1979.0,5
2516,95003,0,207,36.971579999999996,-121.90697,1286764.0,3.0,3.0,1981.0,371.0,1998.0,5
2517,95003,0,214,36.97126,-121.90746999999999,1201108.0,3.0,2.0,1751.0,431.0,1959.0,5
2519,95003,0,224,36.97126,-121.90666,1418220.0,3.0,2.5,2188.0,366.0,1993.0,1
2522,95003,0,233,36.97115,-121.90696000000001,1349171.0,3.0,2.0,2036.0,282.0,1968.0,1
2525,95003,0,259,36.970859999999995,-121.90858,1479432.0,2.0,3.0,1930.0,492.0,1960.0,1
2531,95003,0,320,36.97248,-121.90915,1196542.0,3.0,2.5,1915.0,444.0,1973.0,5
2532,95003,0,326,36.9726,-121.90925,888678.0,3.0,2.0,1339.0,187.0,1960.0,0
2533,95003,0,347,36.97282,-121.90953999999999,1717255.0,3.0,2.5,2529.0,494.0,1989.0,2
2536,95003,0,374,36.97306,-121.91001000000001,989706.0,3.0,2.5,1465.0,683.0,1966.0,0
2537,95003,0,389,36.97312,-121.91018999999999,1080625.0,3.0,2.5,1816.0,688.0,1973.0,5
2543,95003,0,695,36.97475,-121.91423,993153.0,3.0,2.5,1607.0,238.0,1988.0,0
2544,95003,0,701,36.974779999999996,-121.91436000000002,898810.0,3.0,2.0,1645.0,154.0,1979.0,0
2548,95003,0,785,36.9752,-121.91566999999999,950654.0,3.0,2.5,1474.0,346.0,1983.0,0
2553,95003,0,799,36.97514,-121.91633,864432.0,3.0,2.0,1047.0,381.0,1968.0,0
2558,95003,0,886,36.975390000000004,-121.91747,905753.0,3.0,2.0,1510.0,153.0,1974.0,0
2560,95003,0,911,36.97517,-121.91791,1262878.0,4.0,2.0,1992.0,653.0,1958.0,5
2565,95003,0,940,36.975190000000005,-121.91905,1245797.0,3.0,2.0,2008.0,807.0,1973.0,5
2566,95003,0,944,36.97528,-121.91918000000001,2015025.0,3.0,3.0,2417.0,302.0,1989.0,2
2567,95003,0,954,36.97535,-121.91949,2467802.0,2.0,3.5,2757.0,863.0,1956.0,2
2576,95003,0,996,36.97618,-121.92031999999999,1090445.0,3.0,2.0,1721.0,209.0,1979.0,5
2577,95003,0,1002,36.975840000000005,-121.9201,2148082.0,3.0,3.5,2306.0,629.0,2010.0,2
2578,95003,0,1012,36.9757,-121.9203,1633931.0,3.0,3.0,1828.0,317.0,1971.0,1
2580,95003,0,1022,36.97578,-121.92063,1143093.0,3.0,2.0,1594.0,314.0,1965.0,5
2581,95003,0,1031,36.97683,-121.9213,1532938.0,3.0,2.5,2195.0,150.0,1980.0,1
2584,95003,0,1038,36.976440000000004,-121.92102,2163409.0,3.0,3.0,2262.0,221.0,1963.0,2
2587,95003,0,1077,36.97614,-121.92158,1307427.0,3.0,2.0,1912.0,356.0,1962.0,1
2594,95003,0,1094,36.97653,-121.92262,1794352.0,4.0,1.5,3208.0,530.0,2012.0,2
2596,95003,0,1111,36.97742,-121.92339,1279973.0,3.0,2.0,1976.0,220.0,1973.0,5
2597,95003,0,1116,36.9774,-121.92363999999999,1317754.0,4.0,2.5,2319.0,440.0,1944.0,1
2600,95003,0,1124,36.97698,-121.92455,3054697.0,3.0,4.0,2799.0,393.0,2004.0,4
2605,95003,0,1143,36.9782,-121.92203,2034967.0,3.0,4.0,2724.0,461.0,1990.0,2
2606,95003,0,1146,36.97786,-121.9215,930054.0,2.0,2.5,1422.0,520.0,2007.0,0
2608,95003,0,1147,36.9782,-121.92163000000001,930555.0,3.0,2.5,1507.0,146.0,1960.0,0
2609,95003,0,1148,36.977909999999994,-121.92115,917592.0,3.0,2.0,1354.0,435.0,1961.0,0
2610,95003,0,1160,36.978559999999995,-121.92171,1037944.0,3.0,2.0,1823.0,206.0,1965.0,0
2611,95003,0,1163,36.9787,-121.92182,915589.0,3.0,2.0,1413.0,192.0,1963.0,0
2617,95003,0,1171,36.97902,-121.92197,930391.0,2.0,2.0,1556.0,159.0,1964.0,0
2623,95003,0,204,36.952040000000004,-121.87544,841176.0,2.0,2.0,1816.0,476.0,1985.0,3
2625,95003,0,209,36.95217,-121.87522,778675.0,2.0,2.0,1541.0,279.0,1981.0,3
2626,95003,0,211,36.9522,-121.87507,774743.0,2.0,2.0,1541.0,269.0,1977.0,3
2627,95003,0,222,36.952259999999995,-121.87473,622270.0,2.0,1.5,970.0,582.0,1980.0,3
2629,95003,0,227,36.952329999999996,-121.87415,1229510.0,4.0,4.0,2452.0,285.0,1977.0,5
2632,95003,0,250,36.95259,-121.87266000000001,923181.0,2.0,2.5,1731.0,147.0,1980.0,0
2634,95003,0,265,36.95159,-121.87241999999999,742434.0,2.0,2.0,1546.0,279.0,1986.0,3
2635,95003,0,268,36.95155,-121.87232,725254.0,2.0,2.0,1546.0,162.0,1983.0,3
2636,95003,0,271,36.95177,-121.87234,804148.0,2.0,2.5,1692.0,143.0,1983.0,3
2637,95003,0,273,36.952259999999995,-121.87183,785151.0,3.0,2.0,1603.0,430.0,1979.0,3
2646,95003,0,286,36.95205,-121.87122,1003954.0,6.0,4.0,2896.0,224.0,1973.0,0
2647,95003,0,288,36.95203,-121.87101000000001,1338132.0,3.0,4.0,2891.0,329.0,1972.0,1
2650,95003,0,306,36.952020000000005,-121.86995,1327387.0,6.0,4.0,2737.0,214.0,1974.0,1
2654,95003,0,330,36.95151,-121.86797,1318883.0,3.0,2.5,1953.0,333.0,1978.0,1
2655,95003,0,332,36.95136,-121.86781,1345522.0,3.0,2.5,2418.0,118.0,1983.0,1
2657,95003,0,334,36.951240000000006,-121.86765,1200308.0,3.0,3.0,1878.0,152.0,1979.0,5
2662,95003,0,348,36.95061,-121.86765,720752.0,3.0,2.0,1560.0,410.0,1983.0,3
2664,95003,0,350,36.95049,-121.86776,722664.0,3.0,2.0,1588.0,418.0,1983.0,3
2665,95003,0,351,36.95101,-121.86733999999998,1199632.0,3.0,2.5,2148.0,260.0,1980.0,5
2669,95003,0,369,36.95033,-121.86702,781754.0,2.0,2.5,1870.0,139.0,1982.0,3
2677,95003,0,980,36.95231029999999,-121.87872890000001,870000.0,2.0,2.0,1434.0,607.0,1996.0,0
2678,95003,0,1072,36.95205,-121.87841,837461.0,2.0,2.0,1434.0,607.0,1996.0,3
2679,95003,0,1152,36.9523816,-121.87862920000002,826314.0,2.0,2.0,1434.0,185.0,1996.0,3
2680,95003,0,1188,36.95195,-121.87828999999999,826923.0,2.0,2.0,1434.0,516.0,1996.0,3
2685,95003,0,196,36.95217,-121.87852,803533.0,2.0,2.5,1208.0,422.0,1996.0,3
2689,95003,0,313,36.952059999999996,-121.87839,804825.0,2.0,2.5,1208.0,219.0,1996.0,3
2691,95003,0,475,36.95255,-121.87888000000001,742755.0,2.0,2.0,1175.0,357.0,1995.0,3
2694,95003,0,531,36.952371500000005,-121.8781445,752737.0,2.0,2.0,1175.0,243.0,1995.0,3
2697,95003,0,574,36.95265,-121.87876000000001,803874.0,2.0,2.5,1396.0,204.0,1995.0,3
2698,95003,0,592,36.952544700000004,-121.87832979999999,722027.0,2.0,2.5,1204.0,237.0,1995.0,3
2702,95003,0,735,36.952420000000004,-121.87905,720138.0,2.0,2.5,1204.0,170.0,1995.0,3
2703,95003,0,749,36.9525821,-121.87884469999999,727647.0,2.0,2.5,1204.0,237.0,1995.0,3
2708,95003,0,784,36.95219,-121.87919,750921.0,2.0,2.5,1204.0,245.0,1995.0,3
2712,95003,0,847,36.95195,-121.87961000000001,808742.0,2.0,2.0,1524.0,171.0,1995.0,3
2714,95003,0,868,36.9518,-121.87963,813518.0,2.0,2.0,1546.0,171.0,1995.0,3
2715,95003,0,875,36.95174,-121.87941000000001,827524.0,2.0,2.0,1760.0,151.0,1995.0,3
2717,95003,0,901,36.95199,-121.87957,1121945.0,3.0,3.5,2550.0,492.0,1995.0,5
2718,95003,0,922,36.9518751,-121.8791459,809824.0,2.0,2.5,1385.0,188.0,1995.0,3
2719,95003,0,946,36.95189,-121.8796,770834.0,2.0,2.0,1267.0,205.0,1995.0,3
2721,95003,0,973,36.9518751,-121.879122,756732.0,2.0,2.0,1144.0,393.0,1995.0,3
2722,95003,0,976,36.95178,-121.87936,810721.0,2.0,2.0,1425.0,288.0,1995.0,3
2724,95003,0,979,36.95148,-121.8792,817317.0,2.0,2.0,1202.0,998.0,1995.0,3
2725,95003,0,981,36.9516485,-121.8787564,796810.0,2.0,2.0,1088.0,391.0,1995.0,3
2726,95003,0,1004,36.95139,-121.87906000000001,795054.0,2.0,2.0,1204.0,390.0,1995.0,3
2727,95003,0,1028,36.9516504,-121.878754,768194.0,2.0,2.0,1144.0,275.0,1995.0,3
2728,95003,0,1057,36.9516523,-121.87875159999999,758054.0,2.0,2.0,1086.0,281.0,1995.0,3
2730,95003,0,1061,36.9516542,-121.8787493,758139.0,2.0,2.0,1086.0,861.0,1995.0,3
2732,95003,0,1069,36.9517,-121.8784,801605.0,2.0,2.0,1259.0,218.0,1995.0,3
2733,95003,0,1073,36.951658,-121.87874450000001,736861.0,2.0,2.0,1006.0,577.0,1995.0,3
2738,95003,0,1135,36.9516636,-121.8787375,767066.0,2.0,2.0,1086.0,285.0,1995.0,3
2740,95003,0,1145,36.951665500000004,-121.8787351,799000.0,2.0,2.0,1086.0,736.0,1995.0,3
2741,95003,0,1150,36.951609999999995,-121.87857,757578.0,2.0,2.0,1086.0,272.0,1995.0,3
2742,95003,0,1153,36.9516674,-121.8787327,758218.0,2.0,2.0,1086.0,301.0,1995.0,3
2813,95003,0,770,36.9498889,-121.87589960000001,828561.0,2.0,2.0,1288.0,252.0,1997.0,3
2815,95003,0,773,36.9498785,-121.87589390000001,829448.0,2.0,2.5,1320.0,174.0,1997.0,3
2816,95003,0,775,36.94987329999999,-121.875891,829288.0,2.0,2.5,1288.0,582.0,1997.0,3
2817,95003,0,777,36.9498681,-121.87588810000001,829275.0,2.0,2.5,1288.0,418.0,1997.0,3
2821,95003,0,783,36.94936,-121.87713000000001,831299.0,2.0,2.0,1368.0,281.0,1997.0,3
2822,95003,0,786,36.94931,-121.87706999999999,827502.0,2.0,2.0,1288.0,252.0,1997.0,3
2823,95003,0,788,36.94925,-121.87698999999999,793621.0,2.0,2.0,1251.0,508.0,1997.0,3
2824,95003,0,789,36.94939,-121.87714,829676.0,2.0,2.5,1320.0,909.0,1997.0,3
2825,95003,0,791,36.94932,-121.87709,829288.0,2.0,2.5,1288.0,349.0,1997.0,3
2828,95003,0,795,36.94925,-121.87696000000001,829304.0,2.0,2.5,1320.0,320.0,1997.0,3
2829,95003,0,798,36.94916,-121.87687,829669.0,2.0,2.0,1368.0,245.0,1997.0,3
2830,95003,0,800,36.9497919,-121.87584270000002,824648.0,2.0,2.0,1288.0,334.0,1997.0,3
2831,95003,0,804,36.94918,-121.87687,829577.0,2.0,2.5,1320.0,420.0,1997.0,3
2832,95003,0,807,36.94911,-121.87683,828913.0,2.0,2.5,1288.0,391.0,1997.0,3
2833,95003,0,809,36.949090000000005,-121.87681,828806.0,2.0,2.5,1288.0,268.0,1997.0,3
2834,95003,0,812,36.94905,-121.87678000000001,935000.0,2.0,2.5,1288.0,726.0,1997.0,0
2835,95003,0,814,36.94895,-121.87657,828523.0,2.0,2.0,1368.0,727.0,1997.0,3
2837,95003,0,819,36.94897,-121.87659,829506.0,2.0,2.5,1320.0,833.0,1997.0,3
2838,95003,0,820,36.94893,-121.87653999999999,828775.0,2.0,2.5,1288.0,268.0,1997.0,3
2839,95003,0,824,36.94893,-121.8765,828775.0,2.0,2.5,1288.0,549.0,1997.0,3
2841,95003,0,827,36.94892,-121.8764,828629.0,2.0,2.5,1288.0,282.0,1997.0,3
2843,95003,0,829,36.94891,-121.87619,818926.0,2.0,2.0,1368.0,234.0,1997.0,3
2847,95003,0,835,36.9491309,-121.8751702,827066.0,2.0,2.5,1320.0,795.0,1997.0,3
2850,95003,0,839,36.949116,-121.87514499999999,821353.0,2.0,2.5,1288.0,466.0,1997.0,3
2851,95003,0,841,36.949112299999996,-121.87513870000001,820022.0,2.0,2.5,1288.0,299.0,1997.0,3
2852,95003,0,842,36.9491085,-121.8751324,820180.0,2.0,2.5,1288.0,307.0,1997.0,3
2855,95003,0,845,36.94936,-121.87631,777573.0,3.0,2.0,1368.0,230.0,1997.0,3
2859,95003,0,853,36.94936,-121.87628000000001,827683.0,2.0,2.5,1320.0,383.0,1997.0,3
2861,95003,0,879,36.94919,-121.87561000000001,811138.0,2.0,2.5,1309.0,286.0,1998.0,3
2862,95003,0,880,36.94917,-121.87557,811021.0,2.0,2.5,1309.0,451.0,1998.0,3
2864,95003,0,883,36.94913,-121.8755,799913.0,2.0,2.5,1295.0,421.0,1998.0,3
2865,95003,0,887,36.94913,-121.87545,781580.0,2.0,2.5,1309.0,283.0,1998.0,3
2866,95003,0,889,36.94911,-121.8754,699942.0,2.0,2.5,1309.0,448.0,1998.0,3
2868,95003,0,897,36.94905,-121.87527,699890.0,2.0,2.5,1309.0,535.0,1998.0,3
2869,95003,0,904,36.94903,-121.87523,699821.0,2.0,2.5,1309.0,397.0,1998.0,3
2870,95003,0,907,36.94899,-121.8752,701535.0,2.0,2.5,1335.0,281.0,1998.0,3
2871,95003,0,909,36.94894,-121.8751,885628.0,2.0,2.5,1335.0,326.0,1998.0,0
2875,95003,0,291,36.94858,-121.86481,691336.0,2.0,2.0,1556.0,334.0,1989.0,3
2876,95003,0,836,36.964529999999996,-121.89626000000001,2086563.0,4.0,2.5,2494.0,132.0,1997.0,2
2880,95003,0,507,36.97873,-121.88838,852422.0,3.0,2.0,1406.0,395.0,1963.0,0
2882,95003,0,35,36.97972,-121.88824,848272.0,4.0,2.0,1527.0,134.0,1963.0,0
2883,95003,0,133,36.97953,-121.88799999999999,837319.0,3.0,2.0,1412.0,176.0,1963.0,3
2886,95003,0,519,36.97905,-121.88768,1023440.0,4.0,3.0,2373.0,196.0,1972.0,0
2887,95003,0,685,36.97893,-121.88753999999999,835378.0,3.0,2.0,1330.0,188.0,1974.0,3
2888,95003,0,723,36.97847,-121.88768999999999,1036128.0,3.0,3.0,2286.0,109.0,1973.0,0
2891,95003,0,8,36.97995,-121.88773,888108.0,4.0,2.0,1882.0,316.0,1963.0,0
2893,95003,0,25,36.98001,-121.88711,801864.0,3.0,2.0,1338.0,193.0,1964.0,3
2894,95003,0,30,36.979729999999996,-121.88763999999999,846606.0,3.0,2.0,1527.0,133.0,1963.0,0
2899,95003,0,236,36.977709999999995,-121.89215,916149.0,2.0,2.0,1645.0,393.0,1974.0,0
2900,95003,0,260,36.9778,-121.89182,866642.0,2.0,2.0,1109.0,190.0,1940.0,0
2910,95003,0,486,36.9801,-121.88914,834910.0,3.0,2.0,1433.0,185.0,1963.0,3
2911,95003,0,490,36.97937,-121.88925,850547.0,3.0,2.0,1484.0,166.0,1963.0,0
2913,95003,0,496,36.9795,-121.88903,887843.0,3.0,2.0,1771.0,149.0,1963.0,0
2918,95003,0,873,36.98093,-121.88695,817578.0,3.0,2.0,1508.0,232.0,1962.0,3
2919,95003,0,928,36.98104,-121.88668999999999,772423.0,3.0,2.0,1406.0,303.0,1963.0,3
2920,95003,0,557,36.97953,-121.91597,754734.0,2.0,2.0,1383.0,159.0,1983.0,3
2922,95003,0,562,36.97979,-121.91636000000001,754139.0,2.0,2.0,1383.0,127.0,1983.0,3
2924,95003,0,567,36.97978,-121.91626000000001,768575.0,3.0,2.5,1492.0,268.0,1983.0,3
2926,95003,0,569,36.97965,-121.91571,708005.0,2.0,1.5,1514.0,261.0,1984.0,3
2930,95003,0,576,36.97981,-121.9154,716878.0,2.0,2.5,1514.0,124.0,1983.0,3
2934,95003,0,587,36.97988,-121.91521999999999,718128.0,2.0,2.5,1514.0,139.0,1982.0,3
2937,95003,0,150,36.98389,-121.88621,1316410.0,3.0,2.0,2667.0,120.0,1975.0,1
2939,95003,0,1066,36.98539,-121.88826999999999,1306951.0,3.0,2.5,2761.0,255.0,1980.0,1
2940,95003,0,1068,36.985820000000004,-121.88833000000001,2418143.0,4.0,4.5,5079.0,418.0,1970.0,2
2947,95003,0,1212,36.98899,-121.88981000000001,1384498.0,3.0,2.5,3031.0,272.0,1980.0,1
2948,95003,0,1218,36.9896639,-121.8897892,1585331.0,3.0,2.5,3841.0,178.0,1983.0,1
2951,95003,0,1084,36.9846,-121.91603,791981.0,3.0,2.5,1638.0,363.0,1991.0,3
2953,95003,0,1086,36.98401,-121.91591000000001,893892.0,3.0,2.5,1852.0,375.0,1991.0,0
2955,95003,0,1087,36.98411,-121.91573999999999,816520.0,3.0,2.5,1638.0,217.0,1991.0,3
2962,95003,0,1071,36.98604,-121.91775,909419.0,3.0,3.0,1986.0,201.0,1976.0,0
2963,95003,0,1082,36.98559,-121.91663999999999,1013179.0,4.0,2.0,1944.0,556.0,1977.0,0
2966,95003,0,1090,36.98475,-121.9148,996495.0,4.0,2.0,1961.0,158.0,1957.0,0
2967,95003,0,1092,36.98457,-121.91493999999999,848622.0,4.0,2.0,1580.0,411.0,1979.0,0
2982,95003,0,9,36.97164,-121.87258999999999,992430.0,2.0,3.0,1799.0,306.0,1978.0,0
2983,95003,0,11,36.97189,-121.87234,1272184.0,4.0,4.5,2530.0,142.0,1976.0,5
2988,95003,0,50,36.9723,-121.89138999999999,1181267.0,4.0,2.5,2230.0,382.0,1999.0,5
2989,95003,0,55,36.9721,-121.8918,1198662.0,5.0,3.0,2514.0,366.0,1999.0,5
2991,95003,0,81,36.97249,-121.8916,1190516.0,5.0,3.0,2514.0,201.0,1999.0,5
2992,95003,0,85,36.972409999999996,-121.89209,1183109.0,4.0,2.5,2251.0,212.0,1999.0,5
2997,95003,0,353,37.01807,-121.87956000000001,1542325.0,3.0,2.5,3281.0,251.0,1978.0,1
2998,95003,0,357,37.020140000000005,-121.87763999999999,1382400.0,3.0,2.0,2496.0,180.0,1980.0,1
3004,95003,0,375,36.97238,-121.9018,1025788.0,3.0,2.0,1598.0,152.0,1974.0,0
3005,95003,0,400,36.97258,-121.90203000000001,1090938.0,3.0,2.5,1976.0,399.0,1986.0,5
3009,95003,0,441,36.973040000000005,-121.90256000000001,1157168.0,4.0,2.0,2246.0,334.0,1973.0,5
3010,95003,0,465,36.972570000000005,-121.90263,1165013.0,3.0,2.5,2187.0,273.0,1986.0,5
3011,95003,0,473,36.97265,-121.90273,1341722.0,2.0,2.0,2354.0,318.0,1983.0,1
3021,95003,0,534,36.974540000000005,-121.90313,1158464.0,4.0,3.0,1821.0,110.0,1940.0,5
3022,95003,0,543,36.97583,-121.90299999999999,1041826.0,3.0,2.5,1639.0,238.0,1991.0,0
3032,95003,0,910,36.9785,-121.91736000000002,990481.0,3.0,2.5,1800.0,481.0,2006.0,0
3035,95003,0,917,36.97858,-121.91793,863085.0,3.0,2.0,1298.0,210.0,1996.0,0
3038,95003,0,931,36.97906,-121.91783999999998,775769.0,2.0,2.0,1054.0,655.0,1971.0,3
3044,95003,0,956,36.97885,-121.91897,910486.0,3.0,2.5,1554.0,290.0,1976.0,0
3045,95003,0,958,36.9790973,-121.91868259999998,820732.0,2.0,2.0,1415.0,141.0,1973.0,3
3049,95003,0,968,36.97947,-121.91901999999999,824705.0,3.0,2.0,1080.0,606.0,1964.0,3
3050,95003,0,969,36.9795,-121.91951999999999,977520.0,3.0,2.5,1858.0,199.0,1989.0,0
3052,95003,0,610,36.97294,-121.89029,1180780.0,4.0,2.5,2266.0,338.0,1999.0,5
3054,95003,0,636,36.97303,-121.89058999999999,1208899.0,5.0,3.0,2514.0,173.0,1999.0,5
3055,95003,0,641,36.972409999999996,-121.89063,1183105.0,4.0,2.5,2302.0,330.0,1999.0,5
3056,95003,0,659,36.97294,-121.89088000000001,1179589.0,4.0,2.5,2292.0,290.0,1999.0,5
3057,95003,0,661,36.972359999999995,-121.89085,975000.0,3.0,2.0,1698.0,574.0,1999.0,0
3060,95003,0,681,36.9729,-121.89128000000001,1181778.0,4.0,2.5,2251.0,205.0,1999.0,5
