,Unnamed: 0,Unnamed: 0.1,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
3026,3026,3026,California,CA,95060,Santa Cruz County,Santa Cruz,12 Westwood Rd,37.0025684,-122.029982,Single Family Home;Lot Size: 0.28 acres;$86/monthly HOA;Built in 2003;Rooms: Dining Room% Walk In Closet;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Refrigerator;Dishwasher;Floors: Hardwood% Tile;Fireplace;Skylight;Vaulted Ceiling;Double Paned Windows;Garage;Roof: Composition;Pool;MLS/Source ID: ML81690489;,$1%093%915,01/29/2018:$1%203%000:Sold;07/31/2001:$675%000:Sold,Year:2018;Tax:$12%027;Assessment:;Land:$779%016;Improvements:$312%116;Total:$1%091%132,?,?,?,?,Built in 2003
3027,3027,3027,California,CA,95060,Santa Cruz County,Santa Cruz,15 Westwood Rd,37.0021692,-122.0298044,Single Family Home;Lot Size: 0.29 acres;Built in 1962;8 Rooms;,$1%116%286,04/02/2004:$840%000:Sold,Year:2018;Tax:$11%651;Assessment:;Land:$624%786;Improvements:$424%854;Total:$1%049%640,?,?,?,?,Built in 1962
3028,3028,3028,California,CA,95060,Santa Cruz County,Santa Cruz,16 Westwood Rd,37.00248819999999,-122.0302485,4 Beds;2 Baths;2%636 sqft;Single Family Home;$189/sqft;0.28 acres lot size;Built in 1966;County: Santa Cruz;Tax Rate Code Area: 94-043;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 1 story;Construction Type: Frame;Bungalow;Roof: Wood Shake/ Shingles;Land Use Code: Single Family Residential;,$1%239%375,10/02/1997:$499%000:Sold;09/21/1994:$425%000:Sold,Year:2018;Tax:$7%768;Assessment:;Land:$378%909;Improvements:$321%369;Total:$700%278,4 Beds,2 Baths,2%636 sqft,$189/sqft,Built in 1966
3029,3029,3029,California,CA,95060,Santa Cruz County,Santa Cruz,26 Westwood Rd,37.0017698,-122.03107,Single Family Home;Lot Size: 10%498 sqft;$941/monthly HOA;Built in 1962;6 Rooms;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Microwave;Dishwasher;Floors: Laminate% Linoleum Vinyl% Slate;Fireplace;Skylight;Double Paned Windows;Garage;Parking Spaces: 2;Attic;Barbeque Area;Tennis Court;Gated Entry;Cable Ready;Ranch Architecture;Exterior: Wood;Roof: Composition;Year Updated: 1962;Patio;Lawn;Garden;Sprinkler System;MLS/Source ID: ML81682494;,$1%047%156,11/25/2017:$989%000:Posting Removed;11/22/2017:$1%035%000:Sold;11/03/2017:$989%000:Pending;10/23/2017:$989%000:Listed For Sale,Year:2018;Tax:$11%416;Assessment:;Land:$724%500;Improvements:$310%500;Total:$1%035%000,?,?,?,?,Built in 1962
3030,3030,3030,California,CA,95060,Santa Cruz County,Santa Cruz,27 Westwood Rd,37.0014762,-122.0306037,Single Family Home;Lot Size: 1.06 acres;Built in 1960;Foundation Type: Concrete Perimeter and Slab;Roof: Shake;MLS/Source ID: ML81033237;,$2%057%612,12/15/2011:$1%380%000:Posting Removed;12/09/2011:$1%350%000:Sold;10/02/2011:$1%380%000:Price Change:$115%000: (-8%);07/02/2011:$1%495%000:Listed For Sale;12/10/2010:$699%000:Posting Removed;09/03/2010:$699%000:Listed For Sale;07/16/2010:$699%000:Posting Removed;07/09/2010:$699%000:Listed For Sale;07/27/2001:$890%000:Sold,Year:2018;Tax:$16%377;Assessment:;Land:$1%043%192;Improvements:$447%082;Total:$1%490%274,?,?,?,?,Built in 1960
3031,3031,3031,California,CA,95060,Santa Cruz County,Santa Cruz,28 Westwood Rd,37.0015765,-122.0313364,Single Family Home;Lot Size: 0.29 acres;Built in 1971;MLS/Source ID: 224817287;,$1%046%236,06/14/2013:$800%000:Sold;11/21/2011:$799%000:Posting Removed;09/27/2011:$799%000:Price Change:$21%000: (-3%);09/06/2011:$820%000:Price Change:$30%000: (-4%);08/20/2011:$850%000:Listed For Sale;11/12/2003:$599%000:Sold,Year:2018;Tax:$9%693;Assessment:;Land:$519%486;Improvements:$357%399;Total:$876%885,?,?,?,?,Built in 1971
3032,3032,3032,California,CA,95060,Santa Cruz County,Santa Cruz,33 Westwood Rd,37.0012307,-122.0309811,3 Beds;2.5 Baths;2%463 sqft;Single Family Home;$522/sqft;0.64 acres lot size;Built in 1958;County: Santa Cruz;Tax Rate Code Area: 94-043;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Wood Shake/ Shingles;Land Use Code: Single Family Residential;,$1%204%363,05/06/2005:$1%285%000:Sold,Year:2018;Tax:$15%820;Assessment:;Land:$891%619;Improvements:$540%535;Total:$1%432%154,3 Beds,2.5 Baths,2%463 sqft,$522/sqft,Built in 1958
3033,3033,3033,California,CA,95060,Santa Cruz County,Santa Cruz,151 Wild Iris Ln,37.0645376,-122.1248142,4 Beds;3 Baths;1%960 sqft;Farm Ranch;$218/sqft;2.31 acres lot size;Built in 1954;County: Santa Cruz;Tax Rate Code Area: 58-001;Heating: Yes;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$985%204,03/13/2000:$426%500:Sold;10/30/1998:$360%000:Sold,Year:2018;Tax:$6%528;Assessment:;Land:$330%949;Improvements:$245%174;Total:$576%123,4 Beds,3 Baths,1%960 sqft,$218/sqft,Built in 1954
3034,3034,3034,California,CA,95060,Santa Cruz County,Santa Cruz,157 Wild Iris Ln,37.065202,-122.12495,Farm Ranch;Lot Size: 2.41 acres;Built in 1974;Foundation Type: Concrete Perimeter;Roof: Composition;MLS/Source ID: ML81111469;,$916%464,08/14/2011:$529%000:Posting Removed;06/29/2011:$529%000:Price Change:$20%000: (-4%);03/18/2011:$549%000:Price Change:$50%000: (-8%);02/25/2011:$599%000:Listed For Sale;01/10/2011:$549%000:Posting Removed;05/22/2010:$549%000:Price Change:$50%000: (-8%);04/16/2010:$599%000:Listed For Sale,Year:2018;Tax:$1%459;Assessment:;Land:$31%764;Improvements:$60%800;Total:$92%564,?,?,?,?,Built in 1974
3035,3035,3035,California,CA,95060,Santa Cruz County,Santa Cruz,310 Wild Iris Ln,37.0656848,-122.125879,Farm Ranch;Lot Size: 1.64 acres;Built in 2007;MLS/Source ID: ML81431837;See Virtual Tour,$1%206%666,10/14/2015:$949%000:Posting Removed;10/14/2015:$915%000:Sold;07/16/2015:$949%000:Pending to Active Status;06/26/2015:$949%000:Pending;05/27/2015:$949%000:Price Change:$30%900: (-3%);02/10/2015:$979%900:Price Change:$15%100: (-2%);09/03/2014:$995%000:Listed For Sale;03/17/2008:$1%075%000:Posting Removed;03/08/2008:$1%075%000:Listed For Sale,Year:2018;Tax:$10%601;Assessment:;Land:$523%582;Improvements:$428%385;Total:$951%967,?,?,?,?,Built in 2007
3036,3036,3036,California,CA,95060,Santa Cruz County,Santa Cruz,335 Wild Iris Ln,37.064618,-122.126158,Farm Ranch;$536/sqft;Lot Size: 5.54 acres;Built in 1987;Rooms: Dining Room% Walk In Closet;Refrigerator;Dishwasher;Floors: Hardwood;Skylight;Vaulted Ceiling;Carport;Roof: Composition;MLS/Source ID: ML81717659;,$1%150%000,09/01/2018:$1%150%000:Posting Removed;08/31/2018:$1%150%000:Sold;08/12/2018:$1%150%000:Pending;08/04/2018:$1%150%000:Listed For Sale;05/07/1997:$423%000:Sold,Year:2018;Tax:$6%841;Assessment:;Land:$257%656;Improvements:$347%837;Total:$605%493,?,?,?,$536/sqft,Built in 1987
3037,3037,3037,California,CA,95060,Santa Cruz County,Santa Cruz,355 Wild Iris Ln,37.0648928,-122.1272544,2 Beds;1.5 Baths;1%418 sqft;Farm Ranch;$461/sqft;2.5 acres lot size;Built in 1946;County: Santa Cruz;Tax Rate Code Area: 58-001;Units: 2;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$697%520,06/01/2007:$654%000:Sold,Year:2018;Tax:$8%962;Assessment:;Land:$522%810;Improvements:$247%275;Total:$770%085,2 Beds,1.5 Baths,1%418 sqft,$461/sqft,Built in 1946
3038,3038,3038,California,CA,95060,Santa Cruz County,Santa Cruz,660 Wild Iris Ln,37.0634794,-122.1309367,Farm Ranch;Lot Size: 4.55 acres;Built in 1965;Furnished;Heating Fuel: Propane Butane Propane Butane;Washer;Dryer;Floors: Hardwood;Balcony;Parking: Off Street;Barbeque Area;,$901%568,12/29/2010:$699%000:Posting Removed;10/07/2010:$699%000:Listed For Sale;02/19/2010:$670%000:Sold;04/19/1995:$232%500:Sold,Year:2018;Tax:$8%560;Assessment:;Land:$510%510;Improvements:$249%582;Total:$760%092,?,?,?,?,Built in 1965
3039,3039,3039,California,CA,95060,Santa Cruz County,Santa Cruz,107 Wilkes Cir,36.958691,-122.0376751,1 Bed;1.5 Baths;957 sqft;Single Family Home;$313/sqft;2%004 sqft lot size;Built in 1992;County: Santa Cruz;Tax Rate Code Area: 1-032;Parking: Garage;Parking Spaces: 1;Units: 1;Land Use Code: Single Family Residential;,$762%380,10/08/1999:$300%000:Sold;09/29/1995:$181%500:Sold,Year:2018;Tax:$4%844;Assessment:;Land:$243%147;Improvements:$162%097;Total:$405%244,?,1.5 Baths,957 sqft,$313/sqft,Built in 1992
3040,3040,3040,California,CA,95060,Santa Cruz County,Santa Cruz,111 Wilkes Cir,36.9587282,-122.0375647,Single Family Home;Lot Size: 2%004 sqft;Built in 1986;MLS/Source ID: 80952817;,$773%619,12/17/2009:$599%000:Sold;10/23/1998:$252%500:Sold,Year:2018;Tax:$7%894;Assessment:;Land:$482%146;Improvements:$197%396;Total:$679%542,?,?,?,?,Built in 1986
3041,3041,3041,California,CA,95060,Santa Cruz County,Santa Cruz,114 Wilkes Cir,36.9583489,-122.0373538,Single Family Home;Lot Size: 3%746 sqft;Built in 1980;Detached Single Family% 1 Story Architecture;MLS/Source ID: 81314330;,$887%745,06/19/2013:$647%000:Sold;05/12/2013:$599%000:Posting Removed;05/01/2013:$599%000:Listed For Sale;06/02/2003:$493%000:Sold;04/16/1999:$273%000:Sold;10/30/1996:$200%000:Sold,Year:2018;Tax:$8%202;Assessment:;Land:$420%134;Improvements:$280%089;Total:$700%223,?,?,?,?,Built in 1980
3042,3042,3042,California,CA,95060,Santa Cruz County,Santa Cruz,117 Wilkes Cir,36.9588466,-122.0373415,Single Family Home;Lot Size: 2%004 sqft;Built in 1903;MLS/Source ID: 100027929;,$752%431,08/26/2011:$347%000:Posting Removed;08/25/2011:$347%000:Sold;06/02/2011:$347%000:Price Change:$48%000: (-12%);02/24/2011:$395%000:Price Change:$14%000: (4%);01/28/2011:$381%000:Price Change:$14%000: (-4%);12/19/2010:$395%000:Price Change:$45%000: (13%);08/21/2010:$350%000:Price Change:$90%000: (-20%);07/13/2010:$440%000:Price Change:$20%000: (-4%);06/09/2010:$460%000:Price Change:$10%000: (-2%);06/04/2010:$470%000:Price Change:$10%000: (-2%);05/29/2010:$480%000:Price Change:$30%000: (-6%);05/09/2010:$510%000:Listed For Sale;12/15/2005:$575%000:Sold;07/22/2004:$528%000:Sold;12/13/2001:$350%000:Sold,Year:2018;Tax:$4%675;Assessment:;Land:$306%445;Improvements:$76%611;Total:$383%056,?,?,?,?,Built in 1903
3043,3043,3043,California,CA,95060,Santa Cruz County,Santa Cruz,119 Wilkes Cir,36.9589055,-122.0372755,1 Bed;1 Bath;580 sqft;Single Family Home;$314/sqft;2%047 sqft lot size;Built in 1903;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Yes;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$746%301,05/13/1998:$182%000:Sold,Year:2018;Tax:$3%308;Assessment:;Land:$203%490;Improvements:$63%628;Total:$267%118,?,?,580 sqft,$314/sqft,Built in 1903
3044,3044,3044,California,CA,95060,Santa Cruz County,Santa Cruz,120 Wilkes Cir,36.9585059,-122.0370577,Single Family Home;Lot Size: 4%487 sqft;Built in 1896;MLS/Source ID: 548544;,$839%154,10/13/2005:$650%000:Sold,Year:2018;Tax:$8%809;Assessment:;Land:$612%985;Improvements:$141%764;Total:$754%749,?,?,?,?,Built in 1896
3045,3045,3045,California,CA,95060,Santa Cruz County,Santa Cruz,121 Wilkes Cir,36.95901930000001,-122.0372422,Single Family Home;Lot Size: 3%049 sqft;Built in 1992;,$1%273%265,08/17/2010:$699%000:Posting Removed;07/22/2010:$699%000:Listed For Sale;03/06/2010:$699%000:Posting Removed;03/02/2010:$650%000:Sold;01/23/2010:$699%000:Listed For Sale;02/10/2005:$779%000:Sold;09/03/2003:$605%000:Sold;06/15/2001:$549%000:Sold,Year:2018;Tax:$8%616;Assessment:;Land:$482%147;Improvements:$255%254;Total:$737%401,?,?,?,?,Built in 1992
3046,3046,3046,California,CA,95060,Santa Cruz County,Santa Cruz,217 Wilkes Cir,36.9595431,-122.0370519,2 Beds;1 Bath;1%032 sqft;Single Family Home;$564/sqft;3%006 sqft lot size;Built in 1915;County: Santa Cruz;Tax Rate Code Area: 1-032;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$818%569,07/06/2006:$582%000:Sold,Year:2018;Tax:$7%735;Assessment:;Land:$537%183;Improvements:$121%005;Total:$658%188,2 Beds,?,1%032 sqft,$564/sqft,Built in 1915
3047,3047,3047,California,CA,95060,Santa Cruz County,Santa Cruz,220 Wilkes Cir,36.9596201,-122.0366228,2 Beds;2 Baths;1%073 sqft;Single Family Home;$549/sqft;3%659 sqft lot size;Built in 1973;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Floor/Wall;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$870%646,10/23/2006:$589%000:Sold;09/27/2001:$370%000:Sold,Year:2018;Tax:$7%823;Assessment:;Land:$480%638;Improvements:$185%467;Total:$666%105,2 Beds,2 Baths,1%073 sqft,$549/sqft,Built in 1973
3048,3048,3048,California,CA,95060,Santa Cruz County,Santa Cruz,221 Wilkes Cir,36.9597142,-122.0370571,3 Beds;2 Baths;1%141 sqft;Single Family Home;$160/sqft;4%008 sqft lot size;Built in 1900;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Yes;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$911%557,10/03/1995:$183%000:Sold,Year:2018;Tax:$3%797;Assessment:;Land:$133%596;Improvements:$170%511;Total:$304%107,3 Beds,2 Baths,1%141 sqft,$160/sqft,Built in 1900
3049,3049,3049,California,CA,95060,Santa Cruz County,Santa Cruz,225 Wilkes Cir,36.9597705,-122.037108,1 Bed;1.5 Baths;887 sqft;Single Family Home;$333/sqft;2%004 sqft lot size;Built in 2005;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$763%766,03/22/2002:$295%000:Sold,Year:2018;Tax:$6%501;Assessment:;Land:$350%558;Improvements:$203%698;Total:$554%256,?,1.5 Baths,887 sqft,$333/sqft,Built in 2005
3050,3050,3050,California,CA,95060,Santa Cruz County,Santa Cruz,227 Wilkes Cir,36.9598554,-122.037154,Single Family Home;Lot Size: 2%004 sqft;Built in 1990;MLS/Source ID: 81333385;See Virtual Tour,$762%789,11/13/2013:$552%000:Sold;10/30/2013:$545%000:Posting Removed;09/24/2013:$545%000:Price Change:$24%000: (-4%);09/09/2013:$569%000:Listed For Sale,Year:2018;Tax:$7%029;Assessment:;Land:$356%825;Improvements:$237%883;Total:$594%708,?,?,?,?,Built in 1990
3051,3051,3051,California,CA,95060,Santa Cruz County,Santa Cruz,228 Wilkes Cir,36.9599312,-122.0367016,Single Family Home;Lot Size: 4%095 sqft;Built in 1908;Detached Single Family% 1 Story% Cottage/Bungalow Architecture;MLS/Source ID: 81418358;,$872%069,06/24/2014:$529%000:Posting Removed;06/24/2014:$571%000:Sold;05/27/2014:$529%000:Listed For Sale,Year:2018;Tax:$7%426;Assessment:;Land:$430%625;Improvements:$199%766;Total:$630%391,?,?,?,?,Built in 1908
3052,3052,3052,California,CA,95060,Santa Cruz County,Santa Cruz,229 Wilkes Cir,36.9599006,-122.03719,Single Family Home;Lot Size: 2%004 sqft;Built in 1910;Detached Single Family% 1 Story% Cottage/Bungalow Architecture;MLS/Source ID: 81308480;,$798%032,05/24/2013:$452%500:Sold;05/01/2013:$469%000:Posting Removed;04/08/2013:$469%000:Price Change:$20%000: (-4%);03/18/2013:$489%000:Listed For Sale;12/08/2008:$459%000:Sold;06/25/2008:$427%500:Sold;05/23/2008:$499%000:Posting Removed;03/01/2008:$499%000:Price Change:$40%000: (-7%);02/01/2008:$539%000:Price Change:$20%000: (-4%);09/07/2007:$559%000:Listed For Sale;03/11/1999:$1%000:Sold;09/06/1996:$147%000:Sold,Year:2018;Tax:$5%861;Assessment:;Land:$367%292;Improvements:$122%430;Total:$489%722,?,?,?,?,Built in 1910
3053,3053,3053,California,CA,95060,Santa Cruz County,Santa Cruz,230 Wilkes Cir,36.9600335,-122.036787,1 Bed;1 Bath;1%013 sqft;Single Family Home;$473/sqft;4%138 sqft lot size;Built in 1928;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Floor/Wall;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$826%041,10/31/2002:$479%000:Sold;09/13/1996:$183%500:Sold,Year:2018;Tax:$7%629;Assessment:;Land:$365%831;Improvements:$289%835;Total:$655%666,?,?,1%013 sqft,$473/sqft,Built in 1928
3054,3054,3054,California,CA,95060,Santa Cruz County,Santa Cruz,242 Wilkes Cir,36.9603824,-122.0369758,4 Beds;3 Baths;1%383 sqft;Single Family Home;$307/sqft;4%443 sqft lot size;Built in 1998;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%312%501,12/13/2001:$425%000:Sold,Year:2018;Tax:$7%384;Assessment:;Land:$331%082;Improvements:$302%569;Total:$633%651,4 Beds,3 Baths,1%383 sqft,$307/sqft,Built in 1998
3055,3055,3055,California,CA,95060,Santa Cruz County,Santa Cruz,248 Wilkes Cir,36.9604805,-122.0371201,Single Family Home;Lot Size: 3%354 sqft;Built in 1987;MLS/Source ID: 81015418;,$798%668,07/02/2010:$521%000:Posting Removed;06/23/2010:$521%000:Price Change:$0: (0%);05/28/2010:$521%000:Sold;04/03/2010:$529%000:Listed For Sale,Year:2018;Tax:$6%910;Assessment:;Land:$419%752;Improvements:$171%304;Total:$591%056,?,?,?,?,Built in 1987
3056,3056,3056,California,CA,95060,Santa Cruz County,Santa Cruz,303 Wilkes Cir,36.9603679,-122.0378075,Single Family Home;Lot Size: 2%047 sqft;Built in 1989;MLS/Source ID: 218049449;,$756%831,09/04/2011:$449%950:Posting Removed;07/21/2011:$415%000:Sold;06/17/2011:$449%950:Price Change:$20%000: (5%);06/07/2011:$429%950:Price Change:$20%000: (-4%);05/19/2011:$449%950:Listed For Sale;04/15/2011:$449%950:Posting Removed;01/27/2011:$449%950:Listed For Sale;12/23/2010:$469%000:Posting Removed;11/06/2010:$469%000:Price Change:$30%000: (-6%);09/17/2010:$499%000:Price Change:$30%000: (6%);07/24/2010:$469%000:Price Change:$19%000: (-4%);07/07/2010:$488%000:Price Change:$31%000: (-6%);05/29/2010:$519%000:Listed For Sale;03/08/2004:$510%000:Sold;11/01/2002:$409%000:Sold,Year:2018;Tax:$5%510;Assessment:;Land:$320%684;Improvements:$137%436;Total:$458%120,?,?,?,?,Built in 1989
3057,3057,3057,California,CA,95060,Santa Cruz County,Santa Cruz,311 Wilkes Cir,36.9604266,-122.0380525,2 Beds;1.5 Baths;1%111 sqft;Single Family Home;$431/sqft;2%004 sqft lot size;Built in 1971;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Yes;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$770%013,11/26/2003:$479%000:Sold,Year:2018;Tax:$7%072;Assessment:;Land:$359%127;Improvements:$239%421;Total:$598%548,2 Beds,1.5 Baths,1%111 sqft,$431/sqft,Built in 1971
3058,3058,3058,California,CA,95060,Santa Cruz County,Santa Cruz,317 Wilkes Cir,36.9604326,-122.0382484,Single Family Home;Lot Size: 2%004 sqft;Built in 1971;Parking: Garage Converted Off Street Parking;Detached Single Family% 2 Stories% Contemporary Architecture;MLS/Source ID: 81019474;,$769%173,03/23/2011:$584%500:Posting Removed;08/02/2010:$599%000:Posting Removed;07/31/2010:$599%000:Posting Removed;04/24/2010:$599%000:Listed For Sale;04/23/2010:$599%000:Listed For Sale;11/14/2009:$584%500:Posting Removed;09/04/2009:$584%500:Price Change:$0: (0%);09/03/2009:$584%500:Listed For Sale;08/29/2009:$599%000:Listed For Sale;04/25/2000:$335%000:Sold;11/25/1998:$225%000:Sold,Year:2018;Tax:$5%370;Assessment:;Land:$271%512;Improvements:$181%008;Total:$452%520,?,?,?,?,Built in 1971
3059,3059,3059,California,CA,95060,Santa Cruz County,Santa Cruz,320 Wilkes Cir,36.96079590000001,-122.038159,Single Family Home;Lot Size: 2%047 sqft;Built in 1900;MLS/Source ID: 80831294;,$748%105,01/09/2009:$515%000:Sold;02/27/2006:$505%000:Sold;04/19/1994:$113%000:Sold,Year:2018;Tax:$7%437;Assessment:;Land:$521%355;Improvements:$110%077;Total:$631%432,?,?,?,?,Built in 1900
3060,3060,3060,California,CA,95060,Santa Cruz County,Santa Cruz,321 Wilkes Cir,36.9604591,-122.0383522,Single Family Home;Lot Size: 2%614 sqft;Built in 1971;MLS/Source ID: 776222;,$770%865,05/30/2008:$530%000:Sold;09/10/2002:$450%000:Sold;04/28/2000:$350%000:Sold,Year:2018;Tax:$7%219;Assessment:;Land:$432%904;Improvements:$178%934;Total:$611%838,?,?,?,?,Built in 1971
3061,3061,3061,California,CA,95060,Santa Cruz County,Santa Cruz,322 Wilkes Cir,36.9607989,-122.0382541,1 Bed;1 Bath;738 sqft;Single Family Home;$228/sqft;2%004 sqft lot size;Built in 1987;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Floor/Wall;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$748%127,09/16/1994:$168%000:Sold,Year:2018;Tax:$5%289;Assessment:;Land:$306%821;Improvements:$131%495;Total:$438%316,?,?,738 sqft,$228/sqft,Built in 1987
3062,3062,3062,California,CA,95060,Santa Cruz County,Santa Cruz,328 Wilkes Cir,36.96073200000001,-122.0385743,Single Family Home;$449/sqft;Lot Size: 4%182 sqft;Built in 1950;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Refrigerator;Floors: Carpet% Linoleum Vinyl;Skylight;Vaulted Ceiling;Roof: Composition;MLS/Source ID: ML81727628;,$755%000,11/20/2018:$755%000:Sold;11/14/2018:$695%000:Posting Removed;10/25/2018:$695%000:Pending;10/15/2018:$695%000:Listed For Sale,Year:2018;Tax:$3%161;Assessment:;Land:$102%952;Improvements:$143%972;Total:$246%924,?,?,?,$449/sqft,Built in 1950
3063,3063,3063,California,CA,95060,Santa Cruz County,Santa Cruz,331 Wilkes Cir,36.9602873,-122.0388296,Single Family Home;Lot Size: 2%004 sqft;Built in 1966;Detached Single Family% 1 Story% Cottage/Bungalow Architecture;MLS/Source ID: 81313329;,$758%083,06/22/2013:$430%000:Posting Removed;06/18/2013:$455%000:Sold;04/24/2013:$430%000:Listed For Sale;12/28/2001:$295%000:Sold;04/28/1998:$190%000:Sold,Year:2018;Tax:$5%813;Assessment:;Land:$344%700;Improvements:$147%729;Total:$492%429,?,?,?,?,Built in 1966
3064,3064,3064,California,CA,95060,Santa Cruz County,Santa Cruz,336 Wilkes Cir,36.9606568,-122.0389184,Single Family Home;Lot Size: 4%051 sqft;Built in 1973;,$884%613,12/07/2016:$880%500:Sold;11/19/2016:$850%000:Posting Removed;10/14/2016:$850%000:Listed For Sale;09/29/2006:$675%000:Sold,Year:2018;Tax:$10%401;Assessment:;Land:$628%560;Improvements:$269%383;Total:$897%943,?,?,?,?,Built in 1973
3065,3065,3065,California,CA,95060,Santa Cruz County,Santa Cruz,338 Wilkes Cir,36.9606739,-122.0390183,Single Family Home;Lot Size: 4%138 sqft;Built in 1970;MLS/Source ID: ML81469477;,$811%912,07/17/2015:$721%000:Sold;06/19/2015:$659%000:Posting Removed;06/09/2015:$659%000:Price Change:$16%000: (-2%);06/09/2015:$675%000:Listed For Sale;10/20/2006:$565%000:Sold,Year:2018;Tax:$8%757;Assessment:;Land:$562%596;Improvements:$187%532;Total:$750%128,?,?,?,?,Built in 1970
3066,3066,3066,California,CA,95060,Santa Cruz County,Santa Cruz,340 Wilkes Cir,36.9605851,-122.0390627,Single Family Home;Lot Size: 3%398 sqft;Built in 1974;MLS/Source ID: 705381;,$807%338,06/14/2007:$537%000:Sold,Year:2018;Tax:$6%014;Assessment:;Land:$380%045;Improvements:$130%463;Total:$510%508,?,?,?,?,Built in 1974
3067,3067,3067,California,CA,95060,Santa Cruz County,Santa Cruz,407 Wilkes Cir,36.9597631,-122.039318,Single Family Home;Lot Size: 2%004 sqft;Built in 1957;Washer;Dryer;Refrigerator;,$883%332,10/31/2017:$715%000:Sold;01/09/1997:$158%500:Sold,Year:2018;Tax:$8%367;Assessment:;Land:$500%500;Improvements:$214%500;Total:$715%000,?,?,?,?,Built in 1957
3068,3068,3068,California,CA,95060,Santa Cruz County,Santa Cruz,411 Wilkes Cir,36.9596298,-122.0393846,Single Family Home;Lot Size: 2%047 sqft;Built in 1960;Parking: Street Parking Only;Detached Single Family% 1 Story% Cottage/Bungalow Architecture;MLS/Source ID: 81032043;,$757%757,08/20/2010:$395%000:Sold;07/24/2010:$399%000:Posting Removed;07/06/2010:$399%000:Listed For Sale;03/18/2008:$509%000:Posting Removed;12/21/2007:$509%000:Price Change:$30%000: (-6%);08/28/2007:$539%000:Listed For Sale;08/28/2001:$360%000:Sold;07/11/1996:$155%000:Sold,Year:2018;Tax:$5%361;Assessment:;Land:$266%858;Improvements:$177%906;Total:$444%764,?,?,?,?,Built in 1960
3069,3069,3069,California,CA,95060,Santa Cruz County,Santa Cruz,521 Wilkes Cir,36.9587079,-122.038874,2 Beds;2 Baths;960 sqft;Single Family Home;2%744 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Units: 1;Stories: 2 story;Construction Type: Frame;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$834%058,05/22/2007:$450%000:Sold,Year:2018;Tax:$2%991;Assessment:;Land:$120%116;Improvements:$111%534;Total:$231%650,2 Beds,2 Baths,960 sqft,?,Built in 1976
3070,3070,3070,California,CA,95060,Santa Cruz County,Santa Cruz,528 Wilkes Cir,36.9584586,-122.0391071,Single Family Home;Lot Size: 4%530 sqft;Built in 1915;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Dishwasher;Disposal;Floors: Carpet% Hardwood% Tile;Victorian Architecture;Roof: Composition;MLS/Source ID: 81698980;,$1%017%294,05/25/2018:$1%200%000:Posting Removed;05/25/2018:$1%230%000:Sold;05/17/2018:$1%200%000:Price Change:$225%000: (23%);04/19/2018:$975%000:Pending;04/03/2018:$975%000:Listed For Sale;01/11/2015:$729%000:Posting Removed;01/09/2015:$724%500:Sold;12/05/2014:$729%000:Pending;11/21/2014:$729%000:Price Change:$16%000: (-2%);10/29/2014:$745%000:Listed For Sale;01/18/2006:$712%000:Sold;10/16/2002:$15%000:Sold;02/22/2001:$446%000:Sold;06/16/2000:$393%000:Sold,Year:2018;Tax:$8%926;Assessment:;Land:$573%949;Improvements:$191%316;Total:$765%265,?,?,?,?,Built in 1915
