,Unnamed: 0,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
2655,2655,California,CA,95003,Santa Cruz County,Aptos,1989 Seascape Blvd,36.95136,-121.86781,3 Beds;2.5 Baths;2%418 sqft;Single Family Home;$118/sqft;6%621 sqft lot size;Built in 1983;County: Santa Cruz;Tax Rate Code Area: 69-267;8 Rooms;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%345%522,01/26/1994:$286%000:Sold,Year:2018;Tax:$5%589;Assessment:;Land:$186%732;Improvements:$240%506;Total:$427%238,3 Beds,2.5 Baths,2%418 sqft,$118/sqft,Built in 1983
2656,2656,California,CA,95003,Santa Cruz County,Aptos,1994 Seascape Blvd,36.95085,-121.86822,Single Family Home;$2/sqft;Lot Size: 2%134 sqft;Built in 1982;180+ Days on Trulia;,$954%391,05/19/2005:$615%000:Sold;10/20/2004:$549%000:Sold,Year:2018;Tax:$8%455;Assessment:;Land:$445%529;Improvements:$239%898;Total:$685%427,?,?,?,?,Built in 1982
2657,2657,California,CA,95003,Santa Cruz County,Aptos,1997 Seascape Blvd,36.951240000000006,-121.86765,3 Beds;3 Baths;1%878 sqft;Single Family Home;$152/sqft;6%578 sqft lot size;Built in 1979;County: Santa Cruz;Tax Rate Code Area: 69-267;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%200%308,10/13/1995:$285%000:Sold,Year:2018;Tax:$5%469;Assessment:;Land:$208%059;Improvements:$208%059;Total:$416%118,3 Beds,3 Baths,1%878 sqft,$152/sqft,Built in 1979
2658,2658,California,CA,95003,Santa Cruz County,Aptos,2004 Seascape Blvd,36.95078,-121.86802,Townhouse;$467/sqft;Lot Size: 3%180 sqft;Built in 1979;180+ Days on Trulia;MLS/Source ID: ML81500823;,$953%644,12/17/2015:$575%000:Posting Removed;12/15/2015:$550%000:Sold;11/02/2015:$575%000:Pending;08/19/2015:$575%000:Listed For Sale,Year:2018;Tax:$7%042;Assessment:;Land:$371%943;Improvements:$200%277;Total:$572%220,?,?,?,$467/sqft,Built in 1979
2659,2659,California,CA,95003,Santa Cruz County,Aptos,2005 Seascape Blvd,36.95112,-121.86748999999999,Single Family Home;$548/sqft;Lot Size: 6%490 sqft;Built in 1986;180+ Days on Trulia;8 Rooms;Rooms: Breakfast Nook% Dining Room% Family Room% Laundry Room% Library% Workshop% Walk In Closet;Heating: Forced Air;Heating Fuel: Gas;Cooling System: Central;Air Conditioning;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Carpet% Hardwood% Tile;Great Views;Fireplace;Vaulted Ceiling;Jetted Bath Tub;Garage;Parking Spaces: 2;Security System;Barbeque Area;Cable Ready;Stories: 2;Exterior: Stucco;Roof: Composition;Year Updated: 1986;Patio;Deck;Lawn;Garden;Hot Tub or Spa;Pond;Sprinkler System;MLS/Source ID: 81716766;,$1%414%836,11/20/2018:$1%375%000:Posting Removed;07/30/2018:$1%375%000:Listed For Sale;11/26/2014:$965%000:Posting Removed;10/17/2014:$905%000:Sold;08/23/2014:$965%000:Price Change:$34%000: (-3%);08/07/2014:$999%000:Price Change:$50%000: (-5%);07/25/2014:$1%049%000:Listed For Sale;03/01/2005:$949%000:Sold;03/20/1998:$395%000:Sold,Year:2018;Tax:$11%378;Assessment:;Land:$621%349;Improvements:$334%572;Total:$955%921,?,?,?,$548/sqft,Built in 1986
2660,2660,California,CA,95003,Santa Cruz County,Aptos,2012 Seascape Blvd,36.9507,-121.86796000000001,Condo;Lot Size: 1%002 sqft;Built in 1982;MLS/Source ID: 222859804;,$741%777,09/13/2011:$459%900:Posting Removed;07/29/2011:$459%900:Listed For Sale;07/09/1999:$279%500:Sold;02/25/1994:$185%000:Sold,Year:2018;Tax:$5%007;Assessment:;Land:$226%126;Improvements:$150%752;Total:$376%878,?,?,?,?,Built in 1982
2661,2661,California,CA,95003,Santa Cruz County,Aptos,2014 Seascape Blvd,36.95066,-121.86791000000001,Condo;$278/sqft;Lot Size: 1%002 sqft;Built in 1982;Foundation Type: Concrete Slab;Roof: Shake;MLS/Source ID: ML80823077;,$757%949,06/26/2009:$450%000:Sold,Year:2018;Tax:$6%438;Assessment:;Land:$254%649;Improvements:$254%649;Total:$509%298,?,?,?,$278/sqft,Built in 1982
2662,2662,California,CA,95003,Santa Cruz County,Aptos,2024 Seascape Blvd,36.95061,-121.86765,3 Beds;2 Baths;1%560 sqft;Condo;$410/sqft;1%002 sqft lot size;Built in 1983;County: Santa Cruz;Tax Rate Code Area: 69-267;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$720%752,04/06/2006:$640%000:Sold,Year:2018;Tax:$8%517;Assessment:;Land:$425%200;Improvements:$283%464;Total:$708%664,3 Beds,2 Baths,1%560 sqft,$410/sqft,Built in 1983
2663,2663,California,CA,95003,Santa Cruz County,Aptos,2026 Seascape Blvd,36.95055,-121.86771999999999,Condo;$2/sqft;Lot Size: 1%133 sqft;Built in 1981;180+ Days on Trulia;,$1%023%509,04/30/2018:$700%000:Sold;06/14/1999:$265%000:Sold,Year:2018;Tax:$4%804;Assessment:;Land:$219%074;Improvements:$146%049;Total:$365%123,?,?,?,?,Built in 1981
2664,2664,California,CA,95003,Santa Cruz County,Aptos,2028 Seascape Blvd,36.95049,-121.86776,3 Beds;2 Baths;1%588 sqft;Condo;$418/sqft;1%045 sqft lot size;Built in 1983;County: Santa Cruz;Tax Rate Code Area: 69-267;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$722%664,10/27/2005:$664%000:Sold,Year:2018;Tax:$8%375;Assessment:;Land:$414%795;Improvements:$273%762;Total:$688%557,3 Beds,2 Baths,1%588 sqft,$418/sqft,Built in 1983
2665,2665,California,CA,95003,Santa Cruz County,Aptos,2029 Seascape Blvd,36.95101,-121.86733999999998,3 Beds;2.5 Baths;2%148 sqft;Single Family Home;$260/sqft;5%881 sqft lot size;Built in 1980;County: Santa Cruz;Tax Rate Code Area: 69-267;7 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%199%632,06/18/2003:$558%500:Sold,Year:2018;Tax:$5%740;Assessment:;Land:$181%423;Improvements:$259%765;Total:$441%188,3 Beds,2.5 Baths,2%148 sqft,$260/sqft,Built in 1980
2666,2666,California,CA,95003,Santa Cruz County,Aptos,2039 Seascape Blvd,36.95089,-121.86721000000001,Single Family Home;Lot Size: 5%924 sqft;Built in 1986;Heating Fuel: Electric;Air Conditioning;Dishwasher;Parking: Garage Attached;Parking Spaces: 2;,$1%475%211,03/10/2008:$899%000:Posting Removed;01/24/2008:$865%000:Sold;12/26/2007:$899%000:Listed For Sale;09/13/2002:$712%000:Sold;06/15/2000:$580%000:Sold,Year:2018;Tax:$11%838;Assessment:;Land:$599%139;Improvements:$399%427;Total:$998%566,?,?,?,?,Built in 1986
2667,2667,California,CA,95003,Santa Cruz County,Aptos,2053 Seascape Blvd,36.95085,-121.867,Single Family Home;Lot Size: 6%447 sqft;Built in 1986;180+ Days on Trulia;,$1%405%798,02/29/2008:$865%000:Sold;05/14/2003:$800%000:Sold;03/28/1997:$505%000:Sold,Year:2018;Tax:$11%838;Assessment:;Land:$577%204;Improvements:$421%362;Total:$998%566,?,?,?,?,Built in 1986
2668,2668,California,CA,95003,Santa Cruz County,Aptos,2058 Seascape Blvd,36.95035,-121.86708999999999,Condo;$422/sqft;Lot Size: 871 sqft;$165/monthly HOA;Built in 1981;180+ Days on Trulia;Rooms: Dining Room;Heating: Forced Air;Refrigerator;Dishwasher;Floors: Hardwood% Laminate% Tile;Great Views;Fireplace;Garage;Roof: Shake Shingle;Garden;MLS/Source ID: ML81700442;,$956%068,05/24/2018:$789%000:Posting Removed;05/24/2018:$779%000:Sold;04/28/2018:$789%000:Pending;04/12/2018:$789%000:Listed For Sale;11/17/2010:$400%000:Sold;11/05/2010:$399%000:Posting Removed;10/09/2010:$399%000:Listed For Sale;09/02/2010:$399%000:Posting Removed;07/24/2010:$399%000:Listed For Sale;12/09/2005:$634%500:Sold,Year:2018;Tax:$5%726;Assessment:;Land:$168%898;Improvements:$281%496;Total:$450%394,?,?,?,$422/sqft,Built in 1981
2669,2669,California,CA,95003,Santa Cruz County,Aptos,2060 Seascape Blvd,36.95033,-121.86702,2 Beds;2.5 Baths;1%870 sqft;Condo;$139/sqft;871 sqft lot size;Built in 1982;County: Santa Cruz;Tax Rate Code Area: 69-267;5 Rooms;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$781%754,02/26/1999:$259%000:Sold;12/01/1998:$1%000:Sold;06/13/1997:$196%000:Sold,Year:2018;Tax:$5%467;Assessment:;Land:$192%893;Improvements:$163%962;Total:$356%855,2 Beds,2.5 Baths,1%870 sqft,$139/sqft,Built in 1982
2670,2670,California,CA,95003,Santa Cruz County,Aptos,2062 Seascape Blvd,36.95032,-121.86696,Condo;$259/sqft;Lot Size: 871 sqft;Built in 1982;Foundation Type: Concrete Perimeter and Slab;Roof: Shake;MLS/Source ID: ML81028312;,$787%346,04/15/2011:$380%000:Sold;06/16/2010:$399%000:Posting Removed;06/11/2010:$399%000:Listed For Sale;02/17/2006:$629%000:Sold,Year:2018;Tax:$5%482;Assessment:;Land:$256%725;Improvements:$171%150;Total:$427%875,?,?,?,$259/sqft,Built in 1982
2671,2671,California,CA,95003,Santa Cruz County,Aptos,2064 Seascape Blvd,36.95032,-121.86686,Condo;$2/sqft;Lot Size: 958 sqft;Built in 1982;120 Days on Trulia;Balcony;Parking: Off Street;Garage;Bestvalue;,$660%000,12/19/2018:$719%500:Posting Removed;12/19/2018:$660%000:Sold;11/17/2018:$719%500:Pending;09/19/2018:$719%500:Price Change:$20%000: (-3%);06/19/2018:$739%500:Listed For Sale,Year:2018;Tax:$3%346;Assessment:;Land:$89%261;Improvements:$133%896;Total:$223%157,?,?,?,?,Built in 1982
2672,2672,California,CA,95003,Santa Cruz County,Aptos,2065 Seascape Blvd,36.95081,-121.86681000000002,Single Family Home;$816/sqft;Lot Size: 5%881 sqft;Built in 1979;180+ Days on Trulia;MLS/Source ID: ML81643986;See Virtual Tour,$1%171%017,02/07/2018:$1%200%000:Sold;01/09/2018:$1%294%000:Posting Removed;10/30/2017:$1%294%000:Price Change:$5%000: (-0%);10/09/2017:$1%299%000:Posting Removed;07/25/2017:$1%299%000:Price Change:$90%000: (-6%);05/17/2017:$1%389%000:Price Change:$106%000: (-7%);03/27/2017:$1%495%000:Listed For Sale;01/28/2016:$799%000:Posting Removed;01/27/2016:$775%000:Sold;12/28/2015:$799%000:Pending;12/15/2015:$799%000:Posting Removed;11/16/2015:$799%000:Price Change:$30%000: (-4%);10/22/2015:$829%000:Price Change:$30%000: (-3%);10/16/2015:$859%000:Price Change:$26%000: (-3%);09/29/2015:$885%000:Posting Removed;09/28/2015:$885%000:Listed For Sale;09/25/2015:$885%000:Listed For Sale,Year:2018;Tax:$9%685;Assessment:;Land:$564%417;Improvements:$241%893;Total:$806%310,?,?,?,$816/sqft,Built in 1979
2673,2673,California,CA,95003,Santa Cruz County,Aptos,2 Seascape Resort Dr,36.9522008,-121.87883000000001,Condo;Lot Size: 828 sqft;Built in 1996;Condominium% Low Rise (1-3 Stories)% Contemporary Architecture;MLS/Source ID: 81311788;,$798%447,12/02/2013:$649%000:Posting Removed;04/12/2013:$649%000:Listed For Sale;08/02/2002:$537%500:Sold;08/09/1996:$265%000:Sold,Year:2018;Tax:$8%225;Assessment:;Land:$413%693;Improvements:$255%218;Total:$668%911,?,?,?,?,Built in 1996
2674,2674,California,CA,95003,Santa Cruz County,Aptos,3 Seascape Resort Dr,36.95228,-121.87868,Condo;$522/sqft;Lot Size: 1%350 sqft;Built in 1996;180+ Days on Trulia;MLS/Source ID: ML81590556;,$833%231,12/05/2016:$745%000:Sold;11/22/2016:$759%000:Posting Removed;10/31/2016:$759%000:Pending;08/13/2016:$759%000:Listed For Sale;08/17/1998:$355%000:Sold;07/11/1996:$265%000:Sold,Year:2018;Tax:$9%141;Assessment:;Land:$561%592;Improvements:$190%148;Total:$751%740,?,?,?,$522/sqft,Built in 1996
2675,2675,California,CA,95003,Santa Cruz County,Aptos,4 Seascape Resort Dr,36.952233899999996,-121.87883470000001,Condo;$662/sqft;Lot Size: 1%350 sqft;$912/monthly HOA;Built in 1996;180+ Days on Trulia;4 Rooms;Rooms: Dining Room% Walk In Closet;Heating: Other;Heating Fuel: Electric;Cooling System: None;Air Conditioning;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Great Views;Fireplace;Barbeque Area;Tennis Court;Elevator;Doorman;Cable Ready;Contemporary Architecture;Roof: Tile;Year Updated: 1996;Deck;Garden;Pool;Hot Tub or Spa;Sauna;MLS/Source ID: ML81730315;,$925%000,03/04/2019:$950%000:Posting Removed;02/28/2019:$925%000:Sold;01/24/2019:$950%000:Pending;11/11/2018:$950%000:Price Change:$25%000: (3%);11/06/2018:$925%000:Listed For Sale;02/22/2011:$849%000:Posting Removed;10/29/2010:$350%000:Sold;05/22/2010:$849%000:Listed For Sale;06/02/2004:$559%000:Sold;07/01/1996:$265%000:Sold,Year:2018;Tax:$8%358;Assessment:;Land:$393%617;Improvements:$286%153;Total:$679%770,?,?,?,$662/sqft,Built in 1996
2676,2676,California,CA,95003,Santa Cruz County,Aptos,5 Seascape Resort Dr,36.95216,-121.87853999999999,Condo;Lot Size: 1%350 sqft;$708/monthly HOA;Built in 1996;180+ Days on Trulia;MLS/Source ID: ML81343378;,$836%917,11/13/2015:$675%000:Sold;08/07/2015:$675%000:Sold;07/28/2015:$685%000:Posting Removed;07/11/2015:$685%000:Pending;03/26/2015:$685%000:Price Change:$55%000: (-7%);11/21/2014:$740%000:Price Change:$80%000: (-10%);09/22/2014:$820%000:Price Change:$10%000: (-1%);09/05/2014:$830%000:Price Change:$25%000: (-3%);07/21/2014:$855%000:Price Change:$35%000: (-4%);03/29/2014:$890%000:Price Change:$9%000: (-1%);12/20/2013:$899%000:Listed For Sale;07/30/2012:$850%000:Sold;09/07/2005:$850%000:Sold;06/27/1996:$265%000:Sold,Year:2018;Tax:$8%517;Assessment:;Land:$396%080;Improvements:$298%387;Total:$694%467,?,?,?,?,Built in 1996
2677,2677,California,CA,95003,Santa Cruz County,Aptos,6 Seascape Resort Dr,36.95231029999999,-121.87872890000001,2 Beds;2 Baths;1%434 sqft;Condo;$607/sqft;1%350 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$870%000,09/17/2018:$870%000:Sold;06/10/2008:$975%000:Sold;11/04/2005:$850%000:Sold;03/28/2003:$465%000:Sold;12/06/1999:$382%000:Sold;07/26/1996:$265%000:Sold,Year:2018;Tax:$12%953;Assessment:;Land:$750%367;Improvements:$352%095;Total:$1%102%462,2 Beds,2 Baths,1%434 sqft,$607/sqft,Built in 1996
2678,2678,California,CA,95003,Santa Cruz County,Aptos,7 Seascape Resort Dr,36.95205,-121.87841,2 Beds;2 Baths;1%434 sqft;Condo;$607/sqft;1%350 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$837%461,11/03/2005:$870%000:Sold;10/03/1996:$265%000:Sold,Year:2018;Tax:$8%361;Assessment:;Land:$480%000;Improvements:$200%000;Total:$680%000,2 Beds,2 Baths,1%434 sqft,$607/sqft,Built in 1996
2679,2679,California,CA,95003,Santa Cruz County,Aptos,8 Seascape Resort Dr,36.9523816,-121.87862920000002,2 Beds;2 Baths;1%434 sqft;Condo;$185/sqft;1%350 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$826%314,07/09/1996:$265%000:Sold,Year:2018;Tax:$4%880;Assessment:;Land:$157%457;Improvements:$200%398;Total:$357%855,2 Beds,2 Baths,1%434 sqft,$185/sqft,Built in 1996
2680,2680,California,CA,95003,Santa Cruz County,Aptos,9 Seascape Resort Dr,36.95195,-121.87828999999999,2 Beds;2 Baths;1%434 sqft;Condo;$516/sqft;828 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$826%923,11/06/2017:$740%000:Sold;06/15/1998:$355%000:Sold;07/09/1996:$260%000:Sold,Year:2018;Tax:$8%928;Assessment:;Land:$532%500;Improvements:$200%000;Total:$732%500,2 Beds,2 Baths,1%434 sqft,$516/sqft,Built in 1996
2681,2681,California,CA,95003,Santa Cruz County,Aptos,10 Seascape Resort Dr,36.9524151,-121.8785841,Condo;$489/sqft;Lot Size: 653 sqft;Built in 1996;180+ Days on Trulia;Balcony;Cable / Satellite;Patio;Sprinkler System;MLS/Source ID: 81121116;,$809%178,08/26/2014:$590%000:Sold;04/15/2013:$599%000:Posting Removed;05/14/2011:$599%000:Price Change:$26%000: (-4%);04/24/2011:$625%000:Listed For Sale;04/10/2007:$840%000:Sold;09/24/2004:$585%000:Sold;07/02/1996:$265%000:Sold,Year:2018;Tax:$7%661;Assessment:;Land:$348%251;Improvements:$267%024;Total:$615%275,?,?,?,$489/sqft,Built in 1996
2682,2682,California,CA,95003,Santa Cruz County,Aptos,11 Seascape Resort Dr,36.95228,-121.87866000000001,Condo;Lot Size: 566 sqft;$700/monthly HOA;Built in 1996;Rooms: Bedroom% Bedroom% Dining Room% Family Room% Kitchen% Storage;Refrigerator;Range: Electric;Floors: Carpet;Vaulted Ceiling;Double Paned Windows;Parking: Oversized;Security System;Elevator;Contemporary Architecture;Roof: Concrete Tile;Pool;MLS/Source ID: ML81452821;,$800%694,07/29/2015:$709%000:Posting Removed;07/29/2015:$650%000:Sold;06/08/2015:$709%000:Pending;05/26/2015:$709%000:Price Change:$30%000: (-4%);02/28/2015:$739%000:Listed For Sale;10/10/2014:$588%000:Posting Removed;05/24/2014:$588%000:Price Change:$62%000: (-10%);09/11/2013:$650%000:Price Change:$30%000: (-4%);04/16/2013:$680%000:Listed For Sale;12/27/2012:$599%000:Posting Removed;04/11/2012:$599%000:Listed For Sale;09/15/2005:$787%500:Sold;04/02/2004:$521%500:Sold;06/28/1996:$272%000:Sold,Year:2018;Tax:$8%236;Assessment:;Land:$517%599;Improvements:$150%858;Total:$668%457,?,?,?,?,Built in 1996
2683,2683,California,CA,95003,Santa Cruz County,Aptos,13 Seascape Resort Dr,36.952220000000004,-121.8786,Condo;Lot Size: 566 sqft;Built in 1996;180+ Days on Trulia;MLS/Source ID: 625673;,$789%075,10/03/2008:$765%000:Sold;07/08/1996:$270%000:Sold,Year:2018;Tax:$10%151;Assessment:;Land:$594%182;Improvements:$248%992;Total:$843%174,?,?,?,?,Built in 1996
2684,2684,California,CA,95003,Santa Cruz County,Aptos,14 Seascape Resort Dr,36.9522852,-121.8784855,2 Beds;2.5 Baths;1%224 sqft;Condo;610 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$802%950,04/19/2006:$875%000:Sold;07/19/1996:$270%000:Sold,Year:2018;Tax:$9%009;Assessment:;Land:$590%000;Improvements:$150%000;Total:$740%000,2 Beds,2.5 Baths,1%224 sqft,?,Built in 1996
2685,2685,California,CA,95003,Santa Cruz County,Aptos,15 Seascape Resort Dr,36.95217,-121.87852,2 Beds;2.5 Baths;1%208 sqft;Condo;$422/sqft;566 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$803%533,05/09/2003:$510%000:Sold;12/14/1998:$355%000:Sold;07/02/1996:$265%000:Sold,Year:2018;Tax:$7%846;Assessment:;Land:$413%693;Improvements:$220%212;Total:$633%905,2 Beds,2.5 Baths,1%208 sqft,$422/sqft,Built in 1996
2686,2686,California,CA,95003,Santa Cruz County,Aptos,16 Seascape Resort Dr,36.9521986,-121.8783928,Condo;Lot Size: 610 sqft;$693/monthly HOA;Built in 1996;180+ Days on Trulia;MLS/Source ID: ML81466148;,$830%796,01/29/2016:$665%000:Sold;07/03/1996:$265%000:Sold,Year:2018;Tax:$8%405;Assessment:;Land:$520%679;Improvements:$163%384;Total:$684%063,?,?,?,?,Built in 1996
2687,2687,California,CA,95003,Santa Cruz County,Aptos,17 Seascape Resort Dr,36.95211,-121.87847,2 Beds;2.5 Baths;1%224 sqft;Condo;566 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$804%622,08/21/1996:$270%000:Sold,Year:2018;Tax:$4%957;Assessment:;Land:$157%456;Improvements:$207%558;Total:$365%014,2 Beds,2.5 Baths,1%224 sqft,?,Built in 1996
2688,2688,California,CA,95003,Santa Cruz County,Aptos,18 Seascape Resort Dr,36.952112,-121.87830020000001,2 Beds;2.5 Baths;1%224 sqft;Condo;610 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$805%173,07/03/1996:$270%000:Sold,Year:2018;Tax:$7%586;Assessment:;Land:$356%130;Improvements:$253%664;Total:$609%794,2 Beds,2.5 Baths,1%224 sqft,?,Built in 1996
2689,2689,California,CA,95003,Santa Cruz County,Aptos,19 Seascape Resort Dr,36.952059999999996,-121.87839,2 Beds;2.5 Baths;1%208 sqft;Condo;$219/sqft;566 sqft lot size;Built in 1996;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$804%825,07/24/1996:$265%000:Sold,Year:2018;Tax:$4%880;Assessment:;Land:$157%456;Improvements:$200%399;Total:$357%855,2 Beds,2.5 Baths,1%208 sqft,$219/sqft,Built in 1996
2690,2690,California,CA,95003,Santa Cruz County,Aptos,22 Seascape Resort Dr,36.952198200000005,-121.8779591,Condo;$533/sqft;Lot Size: 1%220 sqft;$938/monthly HOA;Built in 1995;180+ Days on Trulia;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Refrigerator;Dishwasher;Disposal;Floors: Carpet% Tile;Fireplace;Doorman;Cable Ready;Luxury;Roof: Composition;Deck;Garden;Pool;Hot Tub or Spa;MLS/Source ID: ML81708277;See Virtual Tour,$730%438,07/26/2018:$699%000:Posting Removed;07/25/2018:$693%000:Sold;07/03/2018:$699%000:Pending;07/02/2018:$693%000:Sold;05/30/2018:$699%000:Price Change:$51%000: (-7%);05/01/2018:$750%000:Posting Removed;04/24/2017:$750%000:Listed For Sale;10/16/2015:$749%000:Posting Removed;10/07/2015:$749%000:Listed For Sale;02/02/1996:$270%000:Sold,Year:2018;Tax:$5%036;Assessment:;Land:$175%205;Improvements:$197%107;Total:$372%312,?,?,?,$533/sqft,Built in 1995
2691,2691,California,CA,95003,Santa Cruz County,Aptos,23 Seascape Resort Dr,36.95255,-121.87888000000001,2 Beds;2 Baths;1%175 sqft;Condo;$357/sqft;1%133 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$742%755,06/18/1999:$420%000:Sold;07/17/1997:$355%000:Sold;02/15/1996:$275%000:Sold,Year:2018;Tax:$7%090;Assessment:;Land:$365%124;Improvements:$199%786;Total:$564%910,2 Beds,2 Baths,1%175 sqft,$357/sqft,Built in 1995
2692,2692,California,CA,95003,Santa Cruz County,Aptos,24 Seascape Resort Dr,36.9522848,-121.8780518,Condo;Lot Size: 1%133 sqft;Built in 1996;180+ Days on Trulia;MLS/Source ID: ML81549067;,$746%710,12/14/2016:$725%000:Sold;11/02/2016:$745%000:Posting Removed;09/15/2016:$745%000:Price Change:$40%000: (-5%);07/11/2016:$785%000:Listed For Sale;05/24/2016:$749%000:Posting Removed;02/01/2016:$749%000:Listed For Sale;12/28/2013:$695%000:Posting Removed;09/05/2013:$695%000:Listed For Sale;09/01/2013:$695%000:Posting Removed;06/04/2013:$695%000:Listed For Sale;06/02/2013:$695%000:Posting Removed;12/27/2012:$695%000:Price Change:$34%000: (-5%);09/27/2012:$729%000:Listed For Sale;08/29/2006:$870%000:Sold;04/01/1997:$325%000:Sold;03/21/1996:$275%000:Sold,Year:2018;Tax:$8%921;Assessment:;Land:$575%912;Improvements:$155%938;Total:$731%850,?,?,?,?,Built in 1996
2693,2693,California,CA,95003,Santa Cruz County,Aptos,25 Seascape Resort Dr,36.9524,-121.87908,Condo;$583/sqft;Lot Size: 1%133 sqft;$675/monthly HOA;Built in 1995;180+ Days on Trulia;MLS/Source ID: ML81472668;,$735%698,10/01/2015:$699%000:Posting Removed;09/29/2015:$684%000:Sold;08/25/2015:$699%000:Pending;07/22/2015:$699%000:Price Change:$26%000: (-4%);06/29/2015:$725%000:Listed For Sale;12/10/2012:$650%000:Sold;11/18/2012:$699%000:Posting Removed;05/09/2012:$699%000:Price Change:$30%000: (-4%);02/28/2012:$729%000:Price Change:$40%000: (-5%);12/17/2011:$769%000:Listed For Sale;01/09/1996:$275%000:Sold,Year:2018;Tax:$8%618;Assessment:;Land:$459%129;Improvements:$244%702;Total:$703%831,?,?,?,$583/sqft,Built in 1995
2694,2694,California,CA,95003,Santa Cruz County,Aptos,26 Seascape Resort Dr,36.952371500000005,-121.8781445,2 Beds;2 Baths;1%175 sqft;Condo;$243/sqft;1%089 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$752%737,02/12/1996:$285%000:Sold,Year:2018;Tax:$8%642;Assessment:;Land:$468%589;Improvements:$237%419;Total:$706%008,2 Beds,2 Baths,1%175 sqft,$243/sqft,Built in 1995
2695,2695,California,CA,95003,Santa Cruz County,Aptos,27 Seascape Resort Dr,36.95225,-121.87924,Condo;$652/sqft;Lot Size: 1%133 sqft;Built in 1995;180+ Days on Trulia;Balcony;Security System;Cable / Satellite;Patio;Sprinkler System;MLS/Source ID: 81204560;,$753%158,07/27/2012:$715%000:Sold;04/28/2012:$799%000:Posting Removed;02/07/2012:$799%000:Listed For Sale;09/30/1997:$415%000:Sold;01/31/1996:$285%000:Sold,Year:2018;Tax:$9%283;Assessment:;Land:$382%038;Improvements:$378%792;Total:$760%830,?,?,?,$652/sqft,Built in 1995
